message_id,token_idx,token,pos,tag_,dep,lemma,is_ent,bio_tag
KG_00018,3,Vaishali,PROPN,NNP,compound,vaishali,1,B-LOC
KG_00018,4,Nagar,PROPN,NNP,compound,nagar,1,I-LOC
KG_00018,5,Guwahati,PROPN,NNP,pobj,guwahati,1,I-LOC
KG_00018,6,need,VERB,VBP,ROOT,need,0,O
KG_00018,7,immediate,ADJ,JJ,amod,immediate,0,O
KG_00018,8,rescue,NOUN,NN,dobj,rescue,0,B-ACT
KG_00019,0,Swollen,PROPN,NNP,compound,swollen,0,O
KG_00019,1,river,NOUN,NN,nsubj,river,0,B-LOC
KG_00019,2,near,ADP,IN,prep,near,0,O
KG_00019,3,Rishikesh,PROPN,NNP,pobj,rishikesh,0,B-LOC
KG_00019,4,threatens,VERB,VBZ,ROOT,threaten,0,O
KG_00019,5,ashram,ADJ,JJ,compound,ashram,0,O
KG_00019,6,colony,NOUN,NN,dobj,colony,0,O
KG_00019,7,",",PUNCT,",",punct,",",0,O
KG_00019,8,help,VERB,VB,conj,help,0,B-ACT
KG_00019,9,needed,VERB,VBN,xcomp,need,0,B-ACT
KG_00020,0,Rescue,NOUN,NN,nsubj,rescue,0,B-ACT
KG_00020,1,required,VERB,VBN,acl,require,0,B-ACT
KG_00020,2,at,ADP,IN,prep,at,0,O
KG_00020,3,Velachery,PROPN,NNP,npadvmod,velachery,1,B-LOC
KG_00020,4,waterlogged,VERB,VBN,amod,waterlogge,0,O
KG_00020,5,area,NOUN,NN,compound,area,0,O
KG_00020,6,Chennai,PROPN,NNP,pobj,chennai,1,B-LOC
KG_00020,7,",",PUNCT,",",punct,",",0,O
KG_00020,8,boats,NOUN,NNS,nsubj,boat,0,O
KG_00020,9,needed,VERB,VBD,ROOT,need,0,B-ACT
KG_00021,0,Earthquake,NOUN,NN,nsubj,earthquake,0,O
KG_00021,1,struck,VERB,VBD,ccomp,strike,0,O
KG_00021,2,downtown,NOUN,NN,compound,downtown,0,O
KG_00021,3,area,NOUN,NN,dobj,area,0,O
KG_00021,4,",",PUNCT,",",punct,",",0,O
KG_00021,5,buildings,NOUN,NNS,nsubj,building,0,O
KG_00021,6,collapsed,VERB,VBD,ROOT,collapse,0,O
KG_00021,7,near,ADP,IN,prep,near,0,O
KG_00021,8,Main,PROPN,NNP,compound,main,1,B-LOC
KG_00021,9,Square,PROPN,NNP,pobj,square,1,I-LOC
KG_00022,0,Tremors,NOUN,NNS,nsubj,tremor,0,O
KG_00022,1,in,ADP,IN,prep,in,0,O
KG_00022,2,Imphal,PROPN,NNP,compound,imphal,1,B-LOC
KG_00022,3,West,PROPN,NNP,compound,west,1,B-LOC
KG_00022,4,Manipur,PROPN,NNP,pobj,manipur,1,I-LOC
KG_00022,5,",",PUNCT,",",punct,",",0,O
KG_00022,6,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00022,7,rescue,NOUN,NN,compound,rescue,0,B-ACT
KG_00022,8,teams,NOUN,NNS,dobj,team,0,I-ACT
KG_00022,9,immediately,ADV,RB,advmod,immediately,0,I-ACT
KG_00023,0,Quake,NOUN,NN,nsubj,quake,0,O
KG_00023,1,devastated,VERB,VBD,ROOT,devastate,0,O
KG_00023,2,Chamoli,PROPN,NNP,compound,chamoli,1,B-LOC
KG_00023,3,district,NOUN,NN,dobj,district,0,I-LOC
KG_00023,4,",",PUNCT,",",punct,",",0,O
KG_00023,5,send,VERB,VB,conj,send,0,B-ACT
KG_00023,6,NDRF,PROPN,NNP,nmod,ndrf,1,B-LOC
KG_00023,7,and,CCONJ,CC,cc,and,0,O
KG_00023,8,medical,ADJ,JJ,conj,medical,0,O
KG_00023,9,teams,NOUN,NNS,dobj,team,0,O
KG_00024,0,People,NOUN,NNS,ROOT,people,0,O
KG_00024,1,trapped,VERB,VBN,acl,trap,0,O
KG_00024,2,under,ADP,IN,prep,under,0,O
KG_00024,3,rubble,NOUN,NN,pobj,rubble,0,O
KG_00024,4,at,ADP,IN,prep,at,0,O
KG_00024,5,Joshimath,PROPN,NNP,compound,joshimath,1,B-LOC
KG_00024,6,colony,NOUN,NN,pobj,colony,0,I-LOC
KG_00024,7,",",PUNCT,",",punct,",",0,O
KG_00024,8,heavy,ADJ,JJ,amod,heavy,0,O
KG_00024,9,equipment,NOUN,NN,appos,equipment,0,O
KG_00024,10,needed,VERB,VBD,acl,need,0,B-ACT
KG_00025,0,Building,NOUN,NN,nsubj,building,0,O
KG_00025,1,collapsed,VERB,VBD,ROOT,collapse,0,O
KG_00025,2,in,ADP,IN,prep,in,0,O
KG_00025,3,Uttarkashi,PROPN,NNP,compound,uttarkashi,1,B-LOC
KG_00025,4,town,NOUN,NN,pobj,town,0,I-LOC
KG_00025,5,",",PUNCT,",",punct,",",0,O
KG_00025,6,many,ADJ,JJ,nsubj,many,0,O
KG_00025,7,injured,VERB,VBN,advcl,injure,0,O
KG_00025,8,",",PUNCT,",",punct,",",0,O
KG_00025,9,send,VERB,VB,conj,send,0,B-ACT
KG_00025,10,ambulances,NOUN,NNS,dobj,ambulance,0,I-ACT
KG_00026,0,Major,ADJ,JJ,amod,major,0,O
KG_00026,1,earthquake,NOUN,NN,nsubj,earthquake,0,O
KG_00026,2,hit,VERB,VBD,ROOT,hit,0,O
KG_00026,3,coastal,ADJ,JJ,amod,coastal,0,O
KG_00026,4,region,NOUN,NN,dobj,region,0,O
KG_00026,5,near,ADP,IN,prep,near,0,O
KG_00026,6,Port,PROPN,NNP,compound,port,1,B-LOC
KG_00026,7,Blair,PROPN,NNP,pobj,blair,1,I-LOC
KG_00026,8,",",PUNCT,",",punct,",",0,O
KG_00026,9,send,VERB,VB,dep,send,0,B-ACT
KG_00026,10,navy,PROPN,NNP,compound,navy,1,B-LOC
KG_00026,11,ships,NOUN,NNS,dobj,ship,0,O
KG_00027,0,Cracks,NOUN,NNS,nsubj,crack,0,O
KG_00027,1,in,ADP,IN,prep,in,0,O
KG_00027,2,all,DET,DT,det,all,0,O
KG_00027,3,buildings,NOUN,NNS,pobj,building,0,O
KG_00027,4,near,ADP,IN,prep,near,0,O
KG_00027,5,Bhuj,PROPN,NNP,compound,bhuj,1,B-LOC
KG_00027,6,market,NOUN,NN,compound,market,0,I-LOC
KG_00027,7,area,NOUN,NN,pobj,area,0,I-LOC
KG_00027,8,",",PUNCT,",",punct,",",0,O
KG_00027,9,require,VERB,VBP,ROOT,require,0,B-ACT
KG_00027,10,structural,ADJ,JJ,amod,structural,0,I-ACT
KG_00027,11,team,NOUN,NN,dobj,team,0,I-ACT
KG_00028,0,Earthquake,NOUN,NN,compound,earthquake,0,O
KG_00028,1,victims,NOUN,NNS,nsubj,victim,0,O
KG_00028,2,in,ADP,IN,prep,in,0,O
KG_00028,3,Ridgecrest,PROPN,NNP,compound,ridgecrest,1,B-LOC
KG_00028,4,neighborhood,NOUN,NN,pobj,neighborhood,0,I-LOC
KG_00028,5,need,NOUN,NN,ROOT,need,0,O
KG_00028,6,shelter,NOUN,NN,dobj,shelter,0,O
KG_00028,7,and,CCONJ,CC,cc,and,0,O
KG_00028,8,food,NOUN,NN,conj,food,0,O
KG_00029,0,Aftershock,PROPN,NNP,nsubj,aftershock,0,O
KG_00029,1,felt,VERB,VBD,ccomp,feel,0,O
KG_00029,2,at,ADP,IN,prep,at,0,O
KG_00029,3,Latur,PROPN,NNP,compound,latur,1,B-LOC
KG_00029,4,city,NOUN,NN,compound,city,1,I-LOC
KG_00029,5,center,NOUN,NN,pobj,center,0,I-LOC
KG_00029,6,",",PUNCT,",",punct,",",0,O
KG_00029,7,old,ADJ,JJ,amod,old,0,O
KG_00029,8,buildings,NOUN,NNS,conj,building,0,O
KG_00029,9,dangerous,ADJ,JJ,amod,dangerous,0,O
KG_00029,10,",",PUNCT,",",punct,",",0,O
KG_00029,11,evacuate,NOUN,NN,ROOT,evacuate,0,B-ACT
KG_00030,0,Mountain,NOUN,NN,compound,mountain,0,O
KG_00030,1,road,NOUN,NN,nsubj,road,0,B-LOC
KG_00030,2,collapsed,VERB,VBD,ccomp,collapse,0,O
KG_00030,3,near,ADP,IN,prep,near,0,O
KG_00030,4,Kedarnath,PROPN,NNP,pobj,kedarnath,1,B-LOC
KG_00030,5,",",PUNCT,",",punct,",",0,O
KG_00030,6,rescue,NOUN,NN,compound,rescue,0,B-ACT
KG_00030,7,teams,NOUN,NNS,nsubj,team,0,I-ACT
KG_00030,8,needed,VERB,VBD,ROOT,need,0,B-ACT
KG_00030,9,urgently,ADV,RB,advmod,urgently,0,B-ACT
KG_00031,0,Fire,NOUN,NN,nsubj,fire,0,O
KG_00031,1,spreading,VERB,VBG,ROOT,spread,0,O
KG_00031,2,rapidly,ADV,RB,advmod,rapidly,0,O
KG_00031,3,at,ADP,IN,prep,at,0,O
KG_00031,4,Anaj,PROPN,NNP,compound,anaj,0,B-LOC
KG_00031,5,Mandi,PROPN,NNP,compound,mandi,0,I-LOC
KG_00031,6,Delhi,PROPN,NNP,pobj,delhi,0,I-LOC
KG_00031,7,",",PUNCT,",",punct,",",0,O
KG_00031,8,need,VERB,VB,dep,need,0,B-ACT
KG_00031,9,more,ADJ,JJR,amod,more,0,I-ACT
KG_00031,10,fire,NOUN,NN,compound,fire,0,I-ACT
KG_00031,11,engines,NOUN,NNS,dobj,engine,0,I-ACT
KG_00031,12,now,ADV,RB,advmod,now,0,I-ACT
KG_00032,0,Building,VERB,VBG,advcl,build,0,O
KG_00032,1,on,ADP,IN,prep,on,0,O
KG_00032,2,fire,NOUN,NN,pobj,fire,0,O
KG_00032,3,at,ADP,IN,prep,at,0,O
KG_00032,4,Dharavi,PROPN,NNP,compound,dharavi,1,B-LOC
KG_00032,5,slum,NOUN,NN,compound,slum,0,I-LOC
KG_00032,6,area,NOUN,NN,pobj,area,0,I-LOC
KG_00032,7,",",PUNCT,",",punct,",",0,O
KG_00032,8,people,NOUN,NNS,nsubj,people,0,O
KG_00032,9,stuck,VERB,VBD,ROOT,stick,0,O
KG_00032,10,on,ADP,IN,prep,on,0,O
KG_00032,11,4th,ADJ,JJ,amod,4th,0,O
KG_00032,12,floor,NOUN,NN,pobj,floor,0,O
KG_00033,0,Forest,NOUN,NN,compound,forest,0,O
KG_00033,1,fire,NOUN,NN,nsubj,fire,0,O
KG_00033,2,near,ADP,IN,prep,near,0,O
KG_00033,3,Nainital,PROPN,NNP,compound,nainital,1,B-LOC
KG_00033,4,lake,NOUN,NN,nmod,lake,0,I-LOC
KG_00033,5,threatening,VERB,VBG,amod,threaten,0,O
KG_00033,6,villages,NOUN,NNS,pobj,village,0,B-LOC
KG_00033,7,",",PUNCT,",",punct,",",0,O
KG_00033,8,evacuate,VERB,VBP,ROOT,evacuate,0,B-ACT
KG_00033,9,Ramgarh,PROPN,NNP,dobj,ramgarh,0,I-ACT
KG_00034,0,Chemical,ADJ,JJ,compound,chemical,1,B-LOC
KG_00034,1,plant,NOUN,NN,compound,plant,0,I-LOC
KG_00034,2,fire,NOUN,NN,nsubj,fire,0,O
KG_00034,3,in,ADP,IN,prep,in,0,O
KG_00034,4,Okhla,PROPN,NNP,compound,okhla,1,B-LOC
KG_00034,5,Industrial,PROPN,NNP,compound,industrial,1,I-LOC
KG_00034,6,Phase,PROPN,NNP,pobj,phase,1,I-LOC
KG_00034,7,2,NUM,CD,nummod,2,1,I-LOC
KG_00034,8,",",PUNCT,",",punct,",",0,O
KG_00034,9,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00034,10,hazmat,NOUN,NN,compound,hazmat,0,I-ACT
KG_00034,11,teams,NOUN,NNS,dobj,team,0,I-ACT
KG_00035,0,Apartment,NOUN,NN,nmod,apartment,0,O
KG_00035,1,complex,ADJ,JJ,amod,complex,0,O
KG_00035,2,fire,NOUN,NN,nsubj,fire,0,O
KG_00035,3,at,ADP,IN,prep,at,0,O
KG_00035,4,MG,PROPN,NNP,compound,mg,1,B-LOC
KG_00035,5,Road,PROPN,NNP,compound,road,1,I-LOC
KG_00035,6,Bangalore,PROPN,NNP,pobj,bangalore,1,I-LOC
KG_00035,7,",",PUNCT,",",punct,",",0,O
KG_00035,8,send,VERB,VB,ROOT,send,0,B-ACT
KG_00035,9,ladder,NOUN,NN,compound,ladder,0,I-ACT
KG_00035,10,trucks,NOUN,NNS,dobj,truck,0,I-ACT
KG_00035,11,urgently,ADV,RB,advmod,urgently,0,B-ACT
KG_00036,0,Factory,NOUN,NN,compound,factory,0,O
KG_00036,1,fire,NOUN,NN,nsubj,fire,0,O
KG_00036,2,in,ADP,IN,prep,in,0,O
KG_00036,3,Ludhiana,PROPN,NNP,compound,ludhiana,1,B-LOC
KG_00036,4,textile,NOUN,NN,compound,textile,0,I-LOC
KG_00036,5,area,NOUN,NN,pobj,area,0,I-LOC
KG_00036,6,",",PUNCT,",",punct,",",0,O
KG_00036,7,workers,NOUN,NNS,nsubj,worker,0,O
KG_00036,8,trapped,VERB,VBN,parataxis,trap,0,O
KG_00036,9,",",PUNCT,",",punct,",",0,O
KG_00036,10,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00036,11,rescue,NOUN,NN,dobj,rescue,0,B-ACT
KG_00037,0,Wildfire,PROPN,NNP,advcl,wildfire,1,B-LOC
KG_00037,1,approaching,VERB,VBG,acl,approach,0,O
KG_00037,2,Malibu,PROPN,NNP,nmod,malibu,1,B-LOC
KG_00037,3,coastal,ADJ,JJ,amod,coastal,0,O
KG_00037,4,highway,NOUN,NN,dobj,highway,0,O
KG_00037,5,",",PUNCT,",",punct,",",0,O
KG_00037,6,residents,NOUN,NNS,nsubj,resident,0,O
KG_00037,7,must,AUX,MD,aux,must,0,O
KG_00037,8,evacuate,VERB,VB,ROOT,evacuate,0,B-ACT
KG_00038,0,Market,NOUN,NN,compound,market,0,O
KG_00038,1,fire,NOUN,NN,nsubj,fire,0,O
KG_00038,2,at,ADP,IN,prep,at,0,O
KG_00038,3,Chandni,PROPN,NNP,compound,chandni,0,B-LOC
KG_00038,4,Chowk,PROPN,NNP,compound,chowk,0,I-LOC
KG_00038,5,Old,PROPN,NNP,compound,old,0,I-LOC
KG_00038,6,Delhi,PROPN,NNP,pobj,delhi,0,I-LOC
KG_00038,7,",",PUNCT,",",punct,",",0,O
KG_00038,8,water,NOUN,NN,compound,water,0,O
KG_00038,9,pressure,NOUN,NN,nsubj,pressure,0,O
KG_00038,10,low,ADJ,JJ,amod,low,0,O
KG_00038,11,",",PUNCT,",",punct,",",0,O
KG_00038,12,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00038,13,help,NOUN,NN,dobj,help,0,B-ACT
KG_00039,0,Slum,NOUN,NN,compound,slum,0,O
KG_00039,1,fire,NOUN,NN,ROOT,fire,0,O
KG_00039,2,at,ADP,IN,prep,at,0,O
KG_00039,3,Govandi,PROPN,NNP,compound,govandi,0,B-LOC
KG_00039,4,area,NOUN,NN,compound,area,0,I-LOC
KG_00039,5,Mumbai,PROPN,NNP,pobj,mumbai,1,B-LOC
KG_00039,6,",",PUNCT,",",punct,",",0,O
KG_00039,7,supply,NOUN,NN,compound,supply,0,B-ACT
KG_00039,8,water,NOUN,NN,compound,water,0,I-ACT
KG_00039,9,tankers,NOUN,NNS,appos,tanker,0,O
KG_00039,10,immediately,ADV,RB,advmod,immediately,0,O
KG_00040,0,Gas,NOUN,NN,compound,gas,0,O
KG_00040,1,explosion,NOUN,NN,nsubj,explosion,0,O
KG_00040,2,near,ADP,IN,prep,near,0,O
KG_00040,3,Sector,PROPN,NNP,nmod,sector,0,B-LOC
KG_00040,4,5,NUM,CD,nummod,5,0,I-LOC
