avg_sentence_length,num_sentences,num_words,parse_tree_depth,type_token_ratio,passive_ratio,hedge_count,hedge_rate,discourse_count,discourse_rate,avg_word_length,punct_ratio,pct_noun,pct_verb,pct_adj,pct_adv,pct_pron,response_id,prompt_id,source_type,response_text
6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,H_0056,P14,human,i think it works through steps. not 100% sure on details though.
7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,H_0057,P15,human,ok so basically it is basically a process that repeats. thats the simple version.
7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2,H_0058,P15,human,from what i remember there are a few main parts. also people overcomplicate the definition.
7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,H_0059,P15,human,short answer: the simple idea is cause and effect. longer answer gets messy lol.
6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,H_0060,P15,human,i think it works through steps. not 100% sure on details though.
7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,H_0061,P16,human,ok so basically it is basically a process that repeats. thats the simple version.
7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2,H_0062,P16,human,from what i remember there are a few main parts. also people overcomplicate the definition.
7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,H_0063,P16,human,short answer: the simple idea is cause and effect. longer answer gets messy lol.
6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,H_0064,P16,human,i think it works through steps. not 100% sure on details though.
7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,H_0065,P17,human,ok so basically it is basically a process that repeats. thats the simple version.
7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2,H_0066,P17,human,from what i remember there are a few main parts. also people overcomplicate the definition.
7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,H_0067,P17,human,short answer: the simple idea is cause and effect. longer answer gets messy lol.
6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,H_0068,P17,human,i think it works through steps. not 100% sure on details though.
7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,H_0069,P18,human,ok so basically it is basically a process that repeats. thats the simple version.
7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2,H_0070,P18,human,from what i remember there are a few main parts. also people overcomplicate the definition.
7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,H_0071,P18,human,short answer: the simple idea is cause and effect. longer answer gets messy lol.
6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,H_0072,P18,human,i think it works through steps. not 100% sure on details though.
7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,H_0073,P19,human,ok so basically it is basically a process that repeats. thats the simple version.
7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2,H_0074,P19,human,from what i remember there are a few main parts. also people overcomplicate the definition.
7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,H_0075,P19,human,short answer: the simple idea is cause and effect. longer answer gets messy lol.
6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,H_0076,P19,human,i think it works through steps. not 100% sure on details though.
7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,H_0077,P20,human,ok so basically it is basically a process that repeats. thats the simple version.
7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2,H_0078,P20,human,from what i remember there are a few main parts. also people overcomplicate the definition.
7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,H_0079,P20,human,short answer: the simple idea is cause and effect. longer answer gets messy lol.
6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,H_0080,P20,human,i think it works through steps. not 100% sure on details though.
7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2,H_0081,P21,human,alright here goes - a quiet street after rain. then suddenly someone finds what they lost.
7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,H_0082,P21,human,picture this: two people share an awkward silence. later they laugh and talk anyway.
7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,H_0083,P21,human,tiny story: an old object waits somewhere. in the end its owner comes back surprised.
8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0,H_0084,P21,human,hmm maybe the city feels tired and loud. and somehow one small kind moment changes the mood.
7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2,H_0085,P22,human,alright here goes - a quiet street after rain. then suddenly someone finds what they lost.
7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,H_0086,P22,human,picture this: two people share an awkward silence. later they laugh and talk anyway.
7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,H_0087,P22,human,tiny story: an old object waits somewhere. in the end its owner comes back surprised.
8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0,H_0088,P22,human,hmm maybe the city feels tired and loud. and somehow one small kind moment changes the mood.
7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2,H_0089,P23,human,alright here goes - a quiet street after rain. then suddenly someone finds what they lost.
7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,H_0090,P23,human,picture this: two people share an awkward silence. later they laugh and talk anyway.
7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,H_0091,P23,human,tiny story: an old object waits somewhere. in the end its owner comes back surprised.
8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0,H_0092,P23,human,hmm maybe the city feels tired and loud. and somehow one small kind moment changes the mood.
7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2,H_0093,P24,human,alright here goes - a quiet street after rain. then suddenly someone finds what they lost.
7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,H_0094,P24,human,picture this: two people share an awkward silence. later they laugh and talk anyway.
7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,H_0095,P24,human,tiny story: an old object waits somewhere. in the end its owner comes back surprised.
8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0,H_0096,P24,human,hmm maybe the city feels tired and loud. and somehow one small kind moment changes the mood.
7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2,H_0097,P25,human,alright here goes - a quiet street after rain. then suddenly someone finds what they lost.
7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,H_0098,P25,human,picture this: two people share an awkward silence. later they laugh and talk anyway.
7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,H_0099,P25,human,tiny story: an old object waits somewhere. in the end its owner comes back surprised.
8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0,H_0100,P25,human,hmm maybe the city feels tired and loud. and somehow one small kind moment changes the mood.
7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2,H_0101,P26,human,alright here goes - a quiet street after rain. then suddenly someone finds what they lost.
7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,H_0102,P26,human,picture this: two people share an awkward silence. later they laugh and talk anyway.
7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,H_0103,P26,human,tiny story: an old object waits somewhere. in the end its owner comes back surprised.
8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0,H_0104,P26,human,hmm maybe the city feels tired and loud. and somehow one small kind moment changes the mood.
7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2,H_0105,P27,human,alright here goes - a quiet street after rain. then suddenly someone finds what they lost.
7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,H_0106,P27,human,picture this: two people share an awkward silence. later they laugh and talk anyway.
7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,H_0107,P27,human,tiny story: an old object waits somewhere. in the end its owner comes back surprised.
