response_id,source_type,avg_sentence_length,num_sentences,num_words,parse_tree_depth,type_token_ratio,passive_ratio,hedge_count,hedge_rate,discourse_count,discourse_rate,avg_word_length,punct_ratio,pct_noun,pct_verb,pct_adj,pct_adv,pct_pron
H_0024,human,6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
H_0025,human,6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385
H_0026,human,5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667
H_0027,human,5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333
H_0028,human,6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
H_0029,human,6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385
H_0030,human,5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667
H_0031,human,5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333
H_0032,human,6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
H_0033,human,6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385
H_0034,human,5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667
H_0035,human,5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333
H_0036,human,6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
H_0037,human,6.5,2,13,4.5,0.9230769230769231,0.0,0,0.0,0,0.0,4.3076923076923075,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385
H_0038,human,5.0,3,15,3.0,1.0,0.3333333333333333,0,0.0,1,0.06666666666666667,4.133333333333334,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667
H_0039,human,5.0,3,15,3.3333333333333335,1.0,0.0,0,0.0,0,0.0,5.066666666666666,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333
H_0040,human,6.0,2,12,3.0,1.0,0.0,0,0.0,0,0.0,4.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
H_0041,human,7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2
H_0042,human,7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2
H_0043,human,7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
H_0044,human,6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
H_0045,human,7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2
H_0046,human,7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2
H_0047,human,7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
H_0048,human,6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
H_0049,human,7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2
H_0050,human,7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2
H_0051,human,7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
H_0052,human,6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
H_0053,human,7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2
H_0054,human,7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2
H_0055,human,7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
H_0056,human,6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
H_0057,human,7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2
H_0058,human,7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2
H_0059,human,7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
H_0060,human,6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
H_0061,human,7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2
H_0062,human,7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2
H_0063,human,7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
H_0064,human,6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
H_0065,human,7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2
H_0066,human,7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2
H_0067,human,7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
H_0068,human,6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
H_0069,human,7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2
H_0070,human,7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2
H_0071,human,7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
H_0072,human,6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
H_0073,human,7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2
H_0074,human,7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2
H_0075,human,7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
H_0076,human,6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
H_0077,human,7.5,2,15,3.5,0.8666666666666667,0.0,0,0.0,0,0.0,4.4,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2
H_0078,human,7.5,2,15,4.0,1.0,0.0,0,0.0,1,0.06666666666666667,5.0,0.11764705882352941,0.2,0.2,0.13333333333333333,0.06666666666666667,0.2
H_0079,human,7.0,2,14,3.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.571428571428571,0.17647058823529413,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
H_0080,human,6.0,2,12,4.0,1.0,0.0,1,0.08333333333333333,0,0.0,4.166666666666667,0.2,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
H_0081,human,7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2
H_0082,human,7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
H_0083,human,7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667
H_0084,human,8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0
H_0085,human,7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2
H_0086,human,7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
H_0087,human,7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667
H_0088,human,8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0
H_0089,human,7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2
H_0090,human,7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
H_0091,human,7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667
H_0092,human,8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0
H_0093,human,7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2
H_0094,human,7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
H_0095,human,7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667
H_0096,human,8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0
H_0097,human,7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2
H_0098,human,7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
H_0099,human,7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667
H_0100,human,8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0
H_0101,human,7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2
H_0102,human,7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
H_0103,human,7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667
H_0104,human,8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0
H_0105,human,7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2
H_0106,human,7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
H_0107,human,7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667
H_0108,human,8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0
H_0109,human,7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2
H_0110,human,7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
H_0111,human,7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667
H_0112,human,8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0
H_0113,human,7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2
H_0114,human,7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
H_0115,human,7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667
H_0116,human,8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0
H_0117,human,7.5,2,15,3.5,1.0,0.0,0,0.0,0,0.0,4.8,0.16666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.2,0.2
H_0118,human,7.0,2,14,3.0,1.0,0.0,0,0.0,0,0.0,4.857142857142857,0.17647058823529413,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
H_0119,human,7.5,2,15,4.0,1.0,0.0,0,0.0,0,0.0,4.533333333333333,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667
H_0120,human,8.5,2,17,3.0,0.8823529411764706,0.0,1,0.058823529411764705,0,0.0,4.352941176470588,0.10526315789473684,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0
H_0121,human,6.0,3,18,3.3333333333333335,0.9444444444444444,0.5,1,0.05555555555555555,1,0.05555555555555555,3.7777777777777777,0.14285714285714285,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.16666666666666666
H_0122,human,4.5,2,9,3.0,1.0,0.0,1,0.1111111111111111,0,0.0,6.222222222222222,0.18181818181818182,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0
H_0123,human,5.333333333333333,3,16,3.0,0.75,0.0,0,0.0,0,0.0,5.0625,0.15789473684210525,0.25,0.0625,0.125,0.1875,0.125
H_0124,human,7.0,2,14,4.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.0,0.125,0.21428571428571427,0.0,0.21428571428571427,0.0,0.07142857142857142
H_0125,human,6.0,3,18,3.3333333333333335,0.9444444444444444,0.5,1,0.05555555555555555,1,0.05555555555555555,3.7777777777777777,0.14285714285714285,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.16666666666666666
H_0126,human,4.5,2,9,3.0,1.0,0.0,1,0.1111111111111111,0,0.0,6.222222222222222,0.18181818181818182,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0
H_0127,human,5.333333333333333,3,16,3.0,0.75,0.0,0,0.0,0,0.0,5.0625,0.15789473684210525,0.25,0.0625,0.125,0.1875,0.125
H_0128,human,7.0,2,14,4.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.0,0.125,0.21428571428571427,0.0,0.21428571428571427,0.0,0.07142857142857142
H_0129,human,6.0,3,18,3.3333333333333335,0.9444444444444444,0.5,1,0.05555555555555555,1,0.05555555555555555,3.7777777777777777,0.14285714285714285,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.16666666666666666
H_0130,human,4.5,2,9,3.0,1.0,0.0,1,0.1111111111111111,0,0.0,6.222222222222222,0.18181818181818182,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0
H_0131,human,5.333333333333333,3,16,3.0,0.75,0.0,0,0.0,0,0.0,5.0625,0.15789473684210525,0.25,0.0625,0.125,0.1875,0.125
H_0132,human,7.0,2,14,4.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.0,0.125,0.21428571428571427,0.0,0.21428571428571427,0.0,0.07142857142857142
H_0133,human,6.0,3,18,3.3333333333333335,0.9444444444444444,0.5,1,0.05555555555555555,1,0.05555555555555555,3.7777777777777777,0.14285714285714285,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.16666666666666666
H_0134,human,4.5,2,9,3.0,1.0,0.0,1,0.1111111111111111,0,0.0,6.222222222222222,0.18181818181818182,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0
H_0135,human,5.333333333333333,3,16,3.0,0.75,0.0,0,0.0,0,0.0,5.0625,0.15789473684210525,0.25,0.0625,0.125,0.1875,0.125
H_0136,human,7.0,2,14,4.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.0,0.125,0.21428571428571427,0.0,0.21428571428571427,0.0,0.07142857142857142
H_0137,human,6.0,3,18,3.3333333333333335,0.9444444444444444,0.5,1,0.05555555555555555,1,0.05555555555555555,3.7777777777777777,0.14285714285714285,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.16666666666666666
H_0138,human,4.5,2,9,3.0,1.0,0.0,1,0.1111111111111111,0,0.0,6.222222222222222,0.18181818181818182,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0
H_0139,human,5.333333333333333,3,16,3.0,0.75,0.0,0,0.0,0,0.0,5.0625,0.15789473684210525,0.25,0.0625,0.125,0.1875,0.125
H_0140,human,7.0,2,14,4.0,0.9285714285714286,0.0,0,0.0,0,0.0,4.0,0.125,0.21428571428571427,0.0,0.21428571428571427,0.0,0.07142857142857142
